0,0,0,1
1,1,0,0
2,1,0,0
3,1,0,0
4,0,0,1
5,0,0,1
6,1,0,0
7,0,0,1
8,0,0,1
9,1,0,0
10,0,1,1
11,1,0,0
12,0,0,1
13,0,0,1
14,1,0,0
15,1,0,0
16,1,0,0
17,1,0,0
18,0,0,1
19,1,0,0
20,1,0,0
21,1,0,0
22,1,0,0
23,1,0,0
24,0,0,1
25,1,0,0
26,1,0,0
27,1,0,0
28,1,0,0
29,1,0,0
30,0,1,0
31,1,0,0
32,0,0,1
33,0,0,1
34,1,0,0
35,1,0,0
36,0,1,0
37,1,0,0
38,1,0,0
39,1,0,0
40,0,1,1
41,0,0,1
42,0,0,1
43,1,0,0
44,1,0,0
45,1,0,0
46,1,0,0
47,0,0,1
48,0,1,0
49,0,0,1
50,1,0,0
51,1,0,0
52,1,0,0
53,0,0,1
54,1,0,0
55,1,0,0
56,1,0,0
57,0,1,1
58,0,0,1
59,0,1,1
60,1,0,0
61,1,0,0
62,0,1,1
63,1,0,0
64,1,0,0
65,1,0,0
66,0,0,1
67,0,0,1
68,0,0,1
69,1,0,0
70,1,0,0
71,1,0,1
72,1,0,0
73,0,1,0
74,0,0,1
75,1,0,0
76,0,0,1
77,0,0,1
78,0,1,0
79,0,0,1
80,1,0,0
81,0,1,0
82,1,0,0
83,0,0,1
84,0,0,1
85,1,0,0
86,0,0,1
87,0,0,1
88,1,0,0
89,1,0,0
90,1,0,0
91,0,0,1
92,1,0,0
93,1,0,0
94,0,1,0
95,1,0,0
96,1,0,0
97,0,1,0
98,1,0,0
99,1,0,0
100,1,0,0
101,1,0,0
102,1,0,0
103,0,0,1
104,0,1,0
105,0,1,1
106,1,0,0
107,0,0,1
108,0,0,1
109,0,0,1
110,0,1,0
111,0,1,0
112,0,0,1
113,0,1,1
114,1,0,0
115,1,0,0
116,0,1,0
117,0,1,0
118,0,0,1
119,0,0,1
120,1,0,0
121,1,0,0
122,1,0,0
123,0,0,1
124,1,0,0
125,0,0,1
126,1,0,0
127,0,0,1
128,1,0,0
129,1,0,0
130,1,0,0
131,1,0,0
132,0,0,1
133,1,0,0
134,1,0,0
135,1,0,0
136,0,0,1
137,1,0,0
138,0,0,1
139,1,0,0
140,0,1,1
141,0,1,0
142,0,0,1
143,0,0,1
144,0,0,1
145,0,1,1
146,1,0,0
147,1,0,0
148,1,0,0
149,0,0,1
150,0,1,0
151,0,1,0
152,0,1,1
153,0,1,1
154,0,0,1
155,1,0,0
156,1,0,0
157,0,0,1
158,0,0,1
159,0,0,1
160,1,0,0
161,0,0,1
162,1,0,0
163,0,1,0
164,0,1,1
165,1,0,0
166,0,0,1
167,0,1,0
168,1,0,0
169,1,0,0
170,0,0,1
171,0,0,1
172,1,0,0
173,0,1,1
174,0,0,1
175,0,1,1
176,1,0,0
177,1,0,0
178,0,0,1
179,1,0,0
180,0,1,0
181,0,0,1
182,1,0,0
183,0,0,1
184,0,0,1
185,1,0,0
186,0,1,0
187,0,1,0
188,1,0,0
189,0,0,1
190,0,1,0
191,0,1,1
192,0,0,1
193,0,0,1
194,0,1,0
195,1,0,0
196,1,0,0
197,0,0,1
198,1,0,0
199,0,0,1
200,0,0,1
201,0,0,1
202,1,0,0
203,1,0,0
204,0,1,0
205,0,1,0
206,0,0,1
207,0,0,1
208,1,0,0
209,0,0,1
210,1,0,0
211,1,0,0
212,1,0,0
213,0,0,1
214,0,0,1
215,1,0,0
216,0,0,1
217,1,0,0
218,0,0,1
219,1,0,0
220,0,0,1
221,0,0,1
222,1,0,0
223,0,0,1
224,0,1,0
225,1,0,0
226,0,0,1
227,0,0,1
228,1,0,0
229,0,0,1
230,0,0,1
231,0,0,1
232,0,1,0
233,0,1,1
234,0,1,0
235,1,0,0
236,1,0,0
237,0,0,1
238,1,0,0
239,1,0,0
240,1,0,0
241,1,0,0
242,0,0,1
243,0,1,0
244,1,0,0
245,0,0,1
246,1,0,0
247,0,0,1
248,1,0,0
249,0,1,0
250,1,0,0
251,0,0,1
252,0,0,1
253,1,0,0
254,0,1,1
255,1,0,0
256,0,0,1
257,0,0,1
258,0,1,0
259,0,0,1
260,0,0,1
261,1,0,0
262,1,0,0
263,0,0,1
264,1,0,0
265,0,1,1
266,0,0,1
267,1,0,0
268,0,1,1
269,1,0,0
270,0,0,1
271,0,1,0
272,0,0,1
273,0,0,1
274,1,0,0
275,0,0,1
276,0,0,1
277,0,1,0
278,0,0,1
279,0,1,0
280,1,0,0
281,1,0,0
282,1,0,0
283,0,0,1
284,1,0,0
285,1,0,0
286,0,0,1
287,0,1,1
288,0,1,0
289,0,1,0
290,0,0,1
291,0,1,1
292,0,1,1
293,0,0,1
294,0,0,1
295,1,0,0
296,0,0,1
297,1,0,0
298,1,0,0
299,0,0,1
300,1,0,0
301,0,0,1
302,1,0,0
303,1,0,0
304,0,0,1
305,0,1,1
306,0,1,0
307,0,0,1
308,0,0,1
309,0,1,0
310,0,0,1
311,1,0,0
312,0,0,1
313,0,0,1
314,0,0,1
315,1,0,0
316,0,0,1
317,1,0,0
318,1,0,0
319,0,0,1
320,1,0,0
321,1,0,0
322,1,0,0
323,0,1,0
324,0,1,0
325,1,0,0
326,0,0,1
327,0,0,1
328,1,0,0
329,1,0,0
330,0,0,1
331,1,0,0
332,1,0,1
333,0,1,1
334,0,0,1
335,1,0,0
336,1,0,0
337,1,0,0
338,0,1,0
339,0,1,1
340,0,1,1
341,0,1,0
342,0,1,0
343,1,0,0
344,0,1,0
345,0,1,1
346,1,0,0
347,0,1,1
348,0,0,1
349,0,1,1
350,0,1,0
351,0,0,1
352,1,0,0
353,0,0,1
354,0,0,1
355,0,1,0
356,0,1,0
357,0,1,0
358,1,0,0
359,0,1,0
360,0,1,1
361,0,0,1
362,0,1,1
363,1,0,0
364,0,0,1
